translation,importance
"{'en': 'Cannot rename folder: %s: No such folder', 'cy': ""Methu ail-enwi plygell: %s: Dim plygell o'r fath""}",0.5283018867924529
"{'en': 'Date', 'cy': 'Dyddiad'}",0.0377358490566037
"{'en': 'Icons Only', 'cy': ""Eiconau'n Unig""}",0.0377358490566037
"{'en': 'Lobatsi', 'cy': 'LahtiCity name (optional, probably does not need a translation)'}",0.0
"{'en': 'Hillsdale', 'cy': 'Hillsdale'}",0.0
"{'en': 'Unable to start location', 'cy': 'Lleoliad llwytho i lawr?'}",0.2479784366576819
"{'en': 'Whether rows should be expanded/collapsed when the pointer moves over them', 'cy': ""A ddylid ehangu/cwympo rhesi wrth i'r pwyntydd symud drostynt""}",0.5471698113207547
"{'en': 'Kostanai', 'cy': 'Astanausa. kgm'}",0.0377358490566037
"{'en': 'All files', 'cy': 'Pob Ffeil'}",0.1024258760107816
"{'en': '%s - Evolution', 'cy': '%s - Evolution'}",0.2668463611859838
"{'en': 'Kŭ mgangsan Tourist Region', 'cy': 'north_ korea. kgm'}",0.2102425876010781
"{'en': 'The key used to move north-east.', 'cy': ""Y fysell i'w gwasgu er mwyn symud i'r dde.""}",0.5579514824797844
"{'en': 'Mines Preferences', 'cy': 'Hoffterau Ffrwydron'}",0.0
"{'en': 'Mount Ida', 'cy': 'Mount Ida'}",0.0
"{'en': 'Kajaani', 'cy': 'Kajaani'}",0.0
"{'en': '& Overwrite', 'cy': '& Trosysgrifo'}",0.1132075471698113
"{'en': 'Open link in a new window', 'cy': 'Agor y cyswllt mewn ffenest newydd'}",0.3584905660377358
"{'en': 'third', 'cy': 'trydydd'}",0.0
"{'en': 'Account in use', 'cy': 'Cyfrif:'}",0.1913746630727763
"{'en': 'State Message', 'cy': 'Neges Cyflwr'}",0.0377358490566037
"{'en': 'Number of human players', 'cy': 'Nifer y chwaraewyr dynol'}",0.1913746630727763
"{'en': 'Gnumeric', 'cy': 'Gnumeric'}",0.0
"{'en': 'Cannot rename ""{0}"" to ""{1}"".', 'cy': 'Methu ailenwi ""{0}"" i ""{1}"".'}",0.5687331536388142
"{'en': 'In this row you can customize middle click behavior when clicking into the titlebar or the frame.', 'cy': ""Yn y res yma gallwch addasu ymddygiad clic- ganol tra' n clicio ar far teitl neu ffrâm ffenestr.""}",0.7466307277628034
"{'en': 'Server _name:', 'cy': 'Enw _gweinydd:'}",0.2318059299191374
"{'en': '_Program:', 'cy': '_Rhaglen:'}",0.2318059299191374
"{'en': 'Me:', 'cy': 'Fi:'}",0.1132075471698113
"{'en': '_Preferences', 'cy': '_Hoffterau'}",0.1509433962264151
"{'en': 'Export Work Sheet', 'cy': 'Ailosod Pob Gweithlen'}",0.1913746630727763
"{'en': ""Can't set EUID to user UID"", 'cy': 'Methwyd gosod EUID at UID y defnyddiwr'}",0.3504043126684635
"{'en': 'Europe/Brussels', 'cy': 'Ewrop/Brussels'}",0.1940700808625337
"{'en': 'General Settings', 'cy': 'Gosodiadau Cyffredinol'}",0.0
"{'en': 'Angeles', 'cy': 'Los Angeles'}",0.0
"{'en': 'Bacău', 'cy': 'Bacău'}",0.0377358490566037
"{'en': 'Number of colors:', 'cy': '_Nifer y chwaraewyr:'}",0.3045822102425876
"{'en': 'Wrap', 'cy': 'Amlapio'}",0.0377358490566037
"{'en': 'Miscellaneous Symbols', 'cy': 'Amryw Symbolau'}",0.0
"{'en': 'The key used to move north.', 'cy': ""Y fysell i'w gwasgu er mwyn symud i'r dde.""}",0.5013477088948788
"{'en': 'Default color of text in the terminal, as a color specification (can be HTML-style hex digits, or a color name such as ""red"").', 'cy': 'Lliw rhagosodol testun yn y derfynell, fel penodid lliw (gall fod mewn hecs-ddigidau fel yn HTML neu fel enw lliw megis ""red"").'}",0.6900269541778976
"{'en': 'Metropolis', 'cy': 'Metropolis'}",0.0
"{'en': '%.1f PB', 'cy': '%.1f PB'}",0.1940700808625337
"{'en': '(Deprecated) Proxy authentication password', 'cy': 'Methiant dros dro ar ddilysu'}",0.3045822102425876
"{'en': 'Asia/Qatar', 'cy': 'Asia/Qatar'}",0.1940700808625337
"{'en': 'popup list', 'cy': 'rhestr naidlenni'}",0.0377358490566037
"{'en': 'unknown type', 'cy': 'math anhysbysFD"" here means ""File Descriptor'}",0.0377358490566037
"{'en': 'Type 1C', 'cy': 'Math 1C'}",0.1509433962264151
"{'en': 'West Point', 'cy': 'West Point'}",0.0
"{'en': 'Choose an application...', 'cy': 'Rhedeg Rhaglen...'}",0.5687331536388142
"{'en': 'Folder access:', 'cy': 'dyddiad cyrchwyd'}",0.2318059299191374
"{'en': 'Look', 'cy': 'Edrych'}",0.0
"{'en': 'RAS image has bogus header data', 'cy': 'Mae gan y ddelwedd RAS ddata pennawd annilys'}",0.2479784366576819
"{'en': 'Beatrice', 'cy': 'Beatrice'}",0.0377358490566037
"{'en': 'Bakersfield', 'cy': 'Bakersfield'}",0.0
"{'en': 'Dansville', 'cy': 'Dansville'}",0.0377358490566037
"{'en': 'Tozeur', 'cy': 'Tozeur'}",0.0377358490566037
"{'en': 'Enter password.', 'cy': 'Rhowch gyfrinair.'}",0.431266846361186
"{'en': 'Wrapped search', 'cy': '& Agor Ffeil'}",0.0377358490566037
"{'en': 'Could not load theme', 'cy': ""Methu llwytho'r thema""}",0.3504043126684635
"{'en': 'Whether this tag affects paragraph justification', 'cy': ""A ydy'r tag hwn yn effeithio unioniad paragraffau""}",0.4150943396226415
"{'en': 'IPA Extensions', 'cy': 'Estyniadau IPA'}",0.0377358490566037
"{'en': 'London', 'cy': 'Llundain'}",0.0
"{'en': ""The volume control did not find any elements and/or devices to control. This means either that you don't have the right GStreamer plugins installed, or that you don't have a sound card configured."", 'cy': ""Wnaeth rheolwr lefel y sain ddim canfod unrhyw elfennau a/neu ddyfeisiau i'w rheoli. Golyga hyn naill ai nad yw'r ategion GStreamer cywir wedi eu gosod, neu nad oes gerdyn sain wedi ei chyflunio.""}",0.7466307277628034
"{'en': 'Optimized:', 'cy': 'Optimeiddiwyd:'}",0.1132075471698113
"{'en': '& Policy:', 'cy': '& Polisi:'}",0.1940700808625337
"{'en': 'Enable arrow keys', 'cy': ""Galluogi'r botymau cyfeiriad""}",0.2479784366576819
"{'en': 'Print', 'cy': 'Argraffu'}",0.0377358490566037
"{'en': '& List', 'cy': '& Rhestr'}",0.1509433962264151
"{'en': '/ on %s', 'cy': '/ ar %s'}",0.3045822102425876
"{'en': 'No Primary Key (autonumber) has been defined. Should it be automatically defined on import (recommended)? Note: An imported table without a Primary Key may not be editable (depending on database type).', 'cy': 'Add Database Primary Key to a Table'}",0.6900269541778976
"{'en': 'Location to open', 'cy': 'Lleoliad i agor.'}",0.1913746630727763
"{'en': 'Saved search', 'cy': 'Chwiliad wedi cadw'}",0.0377358490566037
"{'en': 'A lightweight window manager able to attach multiple windows to one frame', 'cy': ""Trefnydd ffenestri ysgafn sy' n gallu atodi mwy nag un ffenestr at un ffrâmName""}",0.6037735849056604
"{'en': 'Bathurst', 'cy': 'Bathurst'}",0.0377358490566037
"{'en': 'Window manager warning:', 'cy': 'Rhybudd rheolydd ffenestri:'}",0.3045822102425876
"{'en': 'Worland', 'cy': 'Worland'}",0.0377358490566037
"{'en': 'Insert Send options', 'cy': 'Mewnosod opsiynau anfon'}",0.1913746630727763
"{'en': ""different idatas found for symlinked '%s' and '%s'"", 'cy': ""idatas gwahanol wedi'u canfod ar gyfer '%s' a '%s' sydd â chyswllt symbolaidd rhyngddynt""}",0.4070080862533693
"{'en': 'Top Floating Panel', 'cy': ""Panel Brig sy'n Arnofio""}",0.1913746630727763
"{'en': 'The consistency checks performed on the input_token failed.', 'cy': 'Methodd y profion cysondeb a berfformiwyd ar yr input_token.'}",0.6145552560646901
"{'en': 'Unable to create transient display:', 'cy': ""%s: methu cysylltu â'r dangosydd rhiant '%s'""}",0.2479784366576819
"{'en': ""Cannot rename folder '%s' to '%s': Invalid mailbox name"", 'cy': ""Methu ail-enwi'r blygell `%s' i `%s': Enw blwch e-bost annilys""}",0.3504043126684635
"{'en': 'Denied XDMCP query from host %s', 'cy': ""Gwrthodwyd cais XDMCP o'r gweinydd %s""}",0.2479784366576819
"{'en': 'Remove the selected application from the list.', 'cy': ""Gwaredu' r cymhwysiad dewisiedig o' r rhestr.""}",0.5579514824797844
"{'en': 'If true, buttons will be placed on each side of the panel which may be used to move the panel to edge of the screen, leaving only a button showing.', 'cy': 'Os yn wir, gosodir botymau ar naill ochr y panel gellir eu defnyddio i symud y panel i ymyl y sgrin, gan adael dim ond botwm yn dangos.'}",0.8867924528301887
"{'en': 'Could not perform this operation on {0}.', 'cy': 'Methu gwneud y weithred.'}",0.5579514824797844
"{'en': 'Open the template for editing', 'cy': 'Eraill...'}",0.4150943396226415
"{'en': 'Australia', 'cy': 'Australiaworld. kgm'}",0.0
"{'en': ""Set permissions of items enclosed in '%s'"", 'cy': 'Caniatâd y ffeil.'}",0.2938005390835579
"{'en': 'Croatian', 'cy': 'CroategName'}",0.0
"{'en': 'Hamamatsu', 'cy': 'Hamamatsu'}",0.0377358490566037
"{'en': ""Failed to open file '%s': %s"", 'cy': ""Methu agor y ffeil '%s': %s""}",0.3611859838274932
"{'en': 'Check new messages for _Junk contents', 'cy': 'Gwirio am gynnwys _Sothach yn y negeseuon newydd'}",0.2479784366576819
"{'en': 'Mute Button', 'cy': 'Media controller element'}",0.0
"{'en': 'Santos', 'cy': 'Santos'}",0.0377358490566037
"{'en': 'Remove the five of diamonds.', 'cy': 'pump y diemwntau'}",0.5579514824797844
"{'en': 'Large', 'cy': 'Mawr'}",0.0
"{'en': 'Asia/Makassar', 'cy': 'Asia/Makassar'}",0.1940700808625337
"{'en': 'of %d', 'cy': 'o %d'}",0.2318059299191374
"{'en': 'Modified', 'cy': 'Newidiwyd ar:'}",0.0
"{'en': 'Server Port', 'cy': 'St. Peter Port'}",0.0
"{'en': 'COMBIN(5; 5) returns 1', 'cy': 'Mae COMBIN( 5; 5) yn dychwelyd 1'}",0.3045822102425876
"{'en': '%1 unsaved document (%2)', 'cy': ""Cadw' r Ddogfen Fel""}",0.3045822102425876
"{'en': 'Crotone', 'cy': 'Crotone'}",0.0377358490566037
"{'en': 'Congratulations, your mail configuration is complete. You are now ready to send and receive email using Evolution. Click ""Apply"" to save your settings.', 'cy': 'Llongyfarchiadau, mae cyfluniad eich e-bost yn gyflawn. Gallwch yn awr anfon a derbyn e-bost gan ddefnyddio Evolution. Cliciwch ""Cymhwyso"" i gadw\'ch gosodiadau.'}",0.6819407008086255
"{'en': 'Permission denied', 'cy': 'Atalwyd caniatad. Socket error code ConnectionTimedOut'}",0.0377358490566037
"{'en': 'Internet service provider data', 'cy': 'Data darparwr gwasanaeth Rhyngrwyd'}",0.1913746630727763
"{'en': 'Asia/Pyongyang', 'cy': 'Asia/Pyongyang'}",0.1940700808625337
"{'en': 'Application crashed The program %appname crashed.', 'cy': 'Nid oedd yn bosib creu olrheiniad.'}",0.5121293800539084
"{'en': 'Invalid argument value', 'cy': 'Gwerth ymresymiad annilys'}",0.1913746630727763
"{'en': 'Slidell', 'cy': 'Slidell'}",0.0
"{'en': 'Command not found.', 'cy': 'Ni chanfuwyd y gorchymyn.'}",0.4474393530997305
"{'en': 'S/MIME Decrypt: No encrypted content found', 'cy': 'Dadgryptio S/MIME: Methu canfod cynnwys wedi ei amgryptio'}",0.3692722371967655
"{'en': ""Amount to increase child's size on the top and bottom"", 'cy': ""Faint i gynyddu maint y plentyn ar y brig a'r gwaelod""}",0.4150943396226415
"{'en': 'Use safe moves', 'cy': 'Defnyddio symudiadau diogel'}",0.2479784366576819
"{'en': 'Always encrypt to _myself when sending encrypted messages', 'cy': ""Amgryptio fy nghopi fy _hun hefyd wrth anfon e-bost wedi'i amgryptio""}",0.3504043126684635
"{'en': 'KAlarm autostart at login', 'cy': 'Cychwyn yr ellyll larwm KTrefnydd/ KLarwm yn ymysgogol wrth fewngofnodiGenericName'}",0.1913746630727763
"{'en': 'Charge', 'cy': 'Gwefr'}",0.0
"{'en': 'Prompt when replying to many recipients', 'cy': '_Promptio wrth anfon negeseuon gyda dim ond derbynwyr Bcc wedi eu diffinio'}",0.2938005390835579
"{'en': 'Deal another hand', 'cy': 'Delio dyrnaid arall'}",0.3126684636118599
"{'en': 'Row is an expander row, and is expanded', 'cy': ""Mae'r rhes yn rhes ehangydd, ac mae wedi ei ehangu""}",0.3584905660377358
"{'en': 'Fingerprints', 'cy': 'Olion bysedd'}",0.0377358490566037
"{'en': 'Former maintainer', 'cy': 'Cyn- gynhaliwr'}",0.0377358490566037
"{'en': 'Jalisco', 'cy': 'mexico_ states. kgm'}",0.0377358490566037
"{'en': 'Vertical cell alignment', 'cy': 'Aliniad fertigol celloedd'}",0.1913746630727763
"{'en': '_Send Mail To…', 'cy': '_Anfon E-bost At...'}",0.3234501347708894
"{'en': 'Resolving', 'cy': 'Gwaredu'}",0.0
"{'en': 'The water needs changing', 'cy': 'Mae angen newid y dŵr! (Gweler dyddiad heddiw)'}",0.2560646900269542
"{'en': 'Santa Rosa de Copán', 'cy': 'Santa Rosa De Copán'}",0.1536388140161725
"{'en': 'Oran', 'cy': 'Iranafrica. kgm'}",0.0
"{'en': 'XSLT — Axes', 'cy': 'XSLT - Echelinau'}",0.1536388140161725
"{'en': 'Test options:', 'cy': 'Opsiynau profi:'}",0.2318059299191374
"{'en': 'Valid key file could not be found in search dirs', 'cy': 'Ni ddarganfuwyd ffeil allwedd ddilys yn y plygellau data'}",0.2938005390835579
"{'en': 'Send the selected attachments somewhere', 'cy': ""Dewiswch blygell i gadw'r atodiadau sydd wedi'u dewis...""}",0.4150943396226415
"{'en': 'Medina', 'cy': 'Madinah'}",0.0
"{'en': 'Unable to login. Probably the password is wrong. The server %1 replied: %2', 'cy': ""Methu mewngofnodi. Mae' n debyg fod y cyfrinair yn anghywir. Atebodd y gweinydd:% 1""}",0.6603773584905661
"{'en': 'The version of the GpgME library you are running against is older than the one that the GpgME++ library was built against. Kleopatra will not function in this setting. Please ask your administrator for help in resolving this issue.', 'cy': '@ title'}",0.7466307277628034
"{'en': 'Whether gedit will ensure that documents always end with a trailing newline.', 'cy': 'A ddylai gedit gynnwys pennawd dogfen wrth argraffu dogfennau.'}",0.6900269541778976
"{'en': 'Computer', 'cy': 'Cyfrifiadur'}",0.0377358490566037
"{'en': 'Kaunas', 'cy': 'Kaunas'}",0.0377358490566037
"{'en': 'm', 'cy': 'm'}",0.0
"{'en': 'Edit Database Flags', 'cy': 'Cyfeiriad'}",0.1913746630727763
"{'en': 'Custom messages…', 'cy': 'Neges Addasiedig...'}",0.1185983827493261
"{'en': 'fast forwardStock label, media', 'cy': 'Gadael Modd Sgrin _Lawnfast forwardStock label, media'}",0.3045822102425876
"{'en': 'Muskogee', 'cy': 'Muskogee'}",0.0
"{'en': 'Name=Konnector', 'cy': 'Name=Kysylltydd'}",0.2318059299191374
"{'en': 'Issued To Organizational Unit', 'cy': 'Uned Corff (OU)'}",0.1536388140161725
"{'en': 'Australia/Adelaide', 'cy': 'Awstralia/Adelaide'}",0.1940700808625337
"{'en': '%s is not a valid location.', 'cy': 'Nid yw %s yn lleoliad dilys.'}",0.6145552560646901
"{'en': 'Peterborough', 'cy': 'Peterborough'}",0.0377358490566037
"{'en': 'Level file appears to be damaged: %s Please check your Nibbles installation', 'cy': 'Methodd Gnibbles lwytho ffeil lefel: %s Gwiriwch eich gosodiad Gnibbles os gwelwch yn dda'}",0.5390835579514824
"{'en': '& Enable SOCKS support', 'cy': '& Galluogi cynhaliaeth SOCKS'}",0.3045822102425876
"{'en': 'Control Center Modules', 'cy': 'Modiwlau Canolfan RheoliName'}",0.1536388140161725
"{'en': 'Quang Nam', 'cy': 'vietnam. kgm'}",0.0
"{'en': 'Europe/Sarajevo', 'cy': 'Ewrop/Sarajevo'}",0.1940700808625337
"{'en': 'Play many different solitaire games', 'cy': 'Chwarae nifer o gemau amynedd gwahanol'}",0.2479784366576819
"{'en': 'Set as _Background', 'cy': 'Gosodwch fel _Cefndir'}",0.3045822102425876
"{'en': 'the jack of hearts', 'cy': 'jac y calonnau'}",0.3584905660377358
"{'en': 'Disable fonts', 'cy': 'Dileu Wynebfathau'}",0.0377358490566037
"{'en': 'Sweetwater', 'cy': 'Sweetwater'}",0.0377358490566037
"{'en': 'Move selected file or folder to trash', 'cy': ""Symud y ffeil neu'r cyfeiriadur a ddewiswyd i'r sbwriel""}",0.3504043126684635
"{'en': 'Music Folder', 'cy': 'Plygell Cerddoriaeth'}",0.0
"{'en': 'GConf audio recording', 'cy': 'Recordydd sain GConf'}",0.1913746630727763
"{'en': 'Hide if empty', 'cy': 'Cuddio os yn wag'}",0.2560646900269541
"{'en': 'Could not contact the OpenSubtitles website', 'cy': ""Methodd Vanity gysylltu i'r camera gwe. Rheswm: %s""}",0.4150943396226415
"{'en': 'Introduction phrase', 'cy': 'Ymadrodd cyflwyniad'}",0.0377358490566037
"{'en': 'Africa/Maseru', 'cy': 'Affrica/Maseru'}",0.1940700808625337
"{'en': 'A boolean that indicates whether the menu is torn-off', 'cy': ""Gwerth Boole sy'n penderfynu a chaiff y ddewislen ei rhwygo""}",0.3584905660377358
"{'en': '_Select the language for your session to use:', 'cy': ""_Dewis iaith i'ch sesiwn i'w ddefnyddio:""}",0.5283018867924529
"{'en': 'Yiddish', 'cy': 'YidegName'}",0.0
"{'en': 'DLP response:', 'cy': 'Ymateb DLP:'}",0.2318059299191374
"{'en': 'Lancaster', 'cy': 'Lancaster'}",0.0377358490566037
"{'en': 'Lakeview', 'cy': 'Lakeview'}",0.0
"{'en': 'Southend', 'cy': 'Southend'}",0.0
"{'en': 'Paused', 'cy': 'Wedi seibio'}",0.0
"{'en': 'Geneva', 'cy': 'Genoafrance. kgm'}",0.0
"{'en': 'Move Titlebar On_screen', 'cy': 'Symud y Bar Teitl _ar y sgrin'}",0.3234501347708894
"{'en': 'Coordinate expression contained unknown operator at the start of this text: ""%s""', 'cy': 'Mae\'r mynegiad cyfesuryn yn cynnwys gweithredwr anhysbys ar ddechrau\'r testun hwn: ""%s""'}",0.6037735849056604
"{'en': 'Two Harbors', 'cy': 'Two Harbors'}",0.0377358490566037
"{'en': ""Folder '%s' does not exist."", 'cy': ""Nid yw'r blygell `%s' yn bodoli.""}",0.5498652291105122
"{'en': 'Unable to display help: %s', 'cy': 'Methwyd llwytho llun: %s'}",0.3611859838274932
"{'en': 'Search forwards for the same text', 'cy': 'Chwilio am ymlaen am yr un llinyn'}",0.3584905660377358
"{'en': 'Exception Handling', 'cy': 'Trin Gwall'}",0.0377358490566037
"{'en': 'For reading and storing mail on IMAP servers.', 'cy': 'Er mwyn darllen a storio e-bost ar westeiwyr IMAP.'}",0.4932614555256065
"{'en': 'Rhineland-Palatinate', 'cy': 'Rhineland-Palatinate'}",0.1940700808625337
"{'en': 'Conflicting Contact:', 'cy': ""Cyswllt sy'n Gwrthdaro:""}",0.2318059299191374
"{'en': '240x60 dpi', 'cy': '240x60 dpi'}",0.1132075471698113
"{'en': 'Montserrat', 'cy': 'Monterrey'}",0.0
"{'en': 'Issued To', 'cy': 'Cyhoeddwyd ar'}",0.0
"{'en': 'The initial position of the window', 'cy': 'Safle cychwynnol y ffenestr'}",0.3584905660377358
"{'en': '3.00', 'cy': '3. 00'}",0.1132075471698113
"{'en': 'Polygons', 'cy': 'Polygonau'}",0.0377358490566037
"{'en': 'Special Paste', 'cy': 'Gludo Arbennig'}",0.0
"{'en': 'Ruby', 'cy': 'RubyCity name (optional, probably does not need a translation)'}",0.0
"{'en': 'Purposes', 'cy': 'Pwrpasau'}",0.0377358490566037
"{'en': 'The Ziggurat', 'cy': 'Y Ziggurat'}",0.0646900269541779
"{'en': 'Configure the browser plugins', 'cy': 'Ffurfweddu ategion y poryddName'}",0.3126684636118599
"{'en': 'Whether tearoff menu items should be added to menus', 'cy': 'A ddylid ychwanegu eitemau dewislen rhwygo at ddewislenni'}",0.2938005390835579
"{'en': 'America/Winnipeg', 'cy': 'America/Winnipeg'}",0.1940700808625337
"{'en': 'Skip (Answer Known)', 'cy': 'Awdur:'}",0.2668463611859838
"{'en': ""Couldn't allocate memory for saving BMP file"", 'cy': ""Methu dyrannu digon o gof er mwyn cadw'r ffeil BMP""}",0.3504043126684635
"{'en': 'Skip _Forward', 'cy': 'Neidio _Ymlaen'}",0.1940700808625337
"{'en': 'To Desktop', 'cy': ""I' r Penbwrdd""}",0.0
"{'en': 'Mailer', 'cy': 'Ebostiwr'}",0.0
"{'en': 'Enable caret mode, so that you can see a cursor when reading mail.', 'cy': 'Galluogi modd caret, fel eich bod yn medru gweld cyrchwr wrth ddarllen e-bost.'}",0.7466307277628034
"{'en': 'Press this button to remove the selected color scheme. Note that this button is disabled if you do not have permission to delete the color scheme.', 'cy': ""Gwasgwch y botwm yma i waredu' r cynllun lliwiau dewisiedig. Noder bod y botwm yma' n analluog os nad oes gennych ganiatâd i ddileu' r cynllun lliwiau.""}",0.8867924528301887
"{'en': 'Cachimbo', 'cy': 'Cachimbo'}",0.0377358490566037
"{'en': 'Pacific/ Fakaofo', 'cy': 'Mor_ Tawel/ Ffacaoffo'}",0.1132075471698113
"{'en': '_Visibility unit:', 'cy': 'Uned _gwelededd:meters'}",0.2318059299191374
"{'en': 'gedit Preferences', 'cy': 'Hoffterau gedit'}",0.0377358490566037
"{'en': '%a %m/%d/%Y %H', 'cy': '%a %d/%m/%Y %H'}",0.3692722371967655
"{'en': 'America/Louisville', 'cy': 'America/Louisville'}",0.1940700808625337
"{'en': 'Could not remove the source folder.', 'cy': 'Dydych chi ddim yn gallu symud y blygell sbwriel.'}",0.5579514824797844
"{'en': 'DarkSeaGreen4', 'cy': 'MorWyrddTywyll4color'}",0.1132075471698113
"{'en': 'TIME(10; 2; 2) returns 10:02:02', 'cy': 'Mae TIME( 10; 2; 2) yn dychwelyd 10: 02: 02'}",0.2668463611859838
"{'en': 'Supported Extensions', 'cy': 'Estyniadau a Gynhelir'}",0.0377358490566037
"{'en': 'United States of America', 'cy': 'abbreviated country name'}",0.1536388140161725
"{'en': 'Pacific/ Galapagos', 'cy': 'Mor_ Tawel/ Galapagos'}",0.1132075471698113
"{'en': 'Save board', 'cy': 'Cadw bwrdd'}",0.0377358490566037
"{'en': 'DIV Style container', 'cy': 'Cynhwysydd arddull DIV'}",0.1913746630727763
"{'en': '- Empathy Debugger', 'cy': 'Negesydd Parod'}",0.2668463611859838
"{'en': '_URL:', 'cy': '_LAU:'}",0.2318059299191374
"{'en': 'Network Settings', 'cy': 'Gosodiadau Rhwydwaith'}",0.0377358490566037
"{'en': 'Re_place...', 'cy': '_Ailenwi...'}",0.2938005390835579
"{'en': 'Bremen', 'cy': 'Bremen'}",0.0377358490566037
"{'en': 'Session Name', 'cy': 'SesiwnThe number of open documents'}",0.0377358490566037
"{'en': 'Hebrew Visual', 'cy': 'Hebraeg Gweladwy'}",0.0
"{'en': 'Kailua', 'cy': 'Kailua-Kona'}",0.0377358490566037
"{'en': 'The WMF image format', 'cy': 'Y fformat delwedd WMF'}",0.2560646900269542
"{'en': 'Beginner', 'cy': 'Dechreuwr'}",0.0377358490566037
"{'en': 'Scan', 'cy': 'Sganio'}",0.0
"{'en': 'Thread(s) per core:', 'cy': 'Thread(s) per core:'}",0.3045822102425876
"{'en': 'Russian Sun keymap', 'cy': 'Bysellfap Rwsieg Sun'}",0.1913746630727763
"{'en': 'Asia/Urumqi', 'cy': 'Asia/Urumqi'}",0.1940700808625337
"{'en': 'Graphics', 'cy': 'Graffeg'}",0.0377358490566037
"{'en': '_Configure Login Manager...', 'cy': ""_Cyflunio'r Rheolydd Mewngofnodi...""}",0.4097035040431267
"{'en': 'Cancel Owner Change?', 'cy': 'Diddymu Newid Perchennog?'}",0.4097035040431267
"{'en': 'Configure the game', 'cy': ""Cyflunio'r gêm""}",0.3126684636118599
"{'en': 'Yi', 'cy': 'Yi'}",0.0377358490566037
"{'en': 'Re_versed Order', 'cy': 'Trefn _Wrthwynebol'}",0.1132075471698113
"{'en': 'Supported volume units: l (liter), tsp (teaspoon), tbs (tablespoon), oz (ounce liquid), cup, pt (pint), qt (quart), gal (gallon), barrel, m3 (cubic meter), mi3 (cubic mile), Nmi3 (cubic Nautical mile), in3 (cubic inch), ft3 (cubic foot), yd3 (cubic yard), GRT or regton (gross register ton).', 'cy': 'Unedau cyfaint a gynhelir: l (litr), tsp (llwyaid de), tbs (llwyaid fwrdd), oz (owns hylifol), cwpanaid, pt (peint), qt (cwart), gal (galwyn), casgen, m3 (metr ciwbig), mi3 (milltir giwbig), Nmi3 (milltir fôr giwbig), in3 (modfedd giwbig), ft3 (troedfedd giwbig), yd3 (llathen giwbig).'}",0.6361185983827494
"{'en': 'Remove the threes', 'cy': 'Tynnwch y trioedd'}",0.3126684636118599
"{'en': 'Test options:', 'cy': 'Opsiynau profi:'}",0.2318059299191374
"{'en': 'Show the second time zone', 'cy': 'Dangos y cwarel ""Rhagolwg""None'}",0.4150943396226415
