translation,importance
"{'en': 'Note', 'cy': 'Nodyn'}",0.0
"{'en': 'Used', 'cy': 'Defnydd'}",0.0
"{'en': 'Al Hoceima', 'cy': 'Al Hoceima'}",0.0
"{'en': 'Muskogee', 'cy': 'Muskogee'}",0.0
"{'en': 'Issued To', 'cy': 'Cyhoeddwyd ar'}",0.0
"{'en': 'xalign', 'cy': 'Aliniad X'}",0.0
"{'en': 'Disable Autocorrection', 'cy': 'Trwylinellu'}",0.0
"{'en': 'curve', 'cy': 'cromlin'}",0.0
"{'en': 'Wheeling', 'cy': 'Wheeling'}",0.0
"{'en': 'Special Variable', 'cy': 'Achos arbennig'}",0.0
"{'en': 'Frederick', 'cy': 'Frederick'}",0.0
"{'en': 'Temple', 'cy': 'Temple'}",0.0
"{'en': 'Disabled', 'cy': 'Analluog'}",0.0
"{'en': 'Tabas', 'cy': 'Tabasتبريز'}",0.0
"{'en': 'Refresh Interval', 'cy': 'Cyfnod Adnewyddu'}",0.0
"{'en': 'Yakima', 'cy': 'Yakima'}",0.0
"{'en': 'Notification Area', 'cy': 'Man Hysbysu'}",0.0
"{'en': 'Linz', 'cy': 'Linz'}",0.0
"{'en': 'Floppy', 'cy': 'Llipa'}",0.0
"{'en': 'Current Player', 'cy': 'Chwaraewyr Dynol'}",0.0
"{'en': 'Accessed', 'cy': 'Dangos Amser & Hygyrchu'}",0.0
"{'en': 'La Ceiba', 'cy': 'La Ceiba'}",0.0
"{'en': 'Mountain Home', 'cy': 'Mountain Home'}",0.0
"{'en': 'Window Role', 'cy': 'Rôl y Ffenestr'}",0.0
"{'en': 'Mount Vernon', 'cy': 'Mount Vernon'}",0.0
"{'en': 'Revoked', 'cy': 'Dirymir'}",0.0
"{'en': 'Udon Thani', 'cy': 'Udon Thani'}",0.0
"{'en': 'Dark Pastels', 'cy': 'Maint Argraffu'}",0.0
"{'en': 'Rodez', 'cy': 'Rodez'}",0.0
"{'en': 'Proxy Type', 'cy': 'Dirprwy'}",0.0
"{'en': 'Organizational Unit', 'cy': 'Uned Corff (OU)'}",0.0
"{'en': 'Safford', 'cy': 'Safford'}",0.0
"{'en': 'Yes', 'cy': 'Ie'}",0.0
"{'en': 'Sanya', 'cy': 'Sanya上海'}",0.0
"{'en': 'Normal', 'cy': 'Arferol'}",0.0
"{'en': 'Albertville', 'cy': 'Abbeville'}",0.0
"{'en': 'Harbour Breton', 'cy': 'Harbor Beach'}",0.0
"{'en': 'Anderson', 'cy': 'Anderson'}",0.0
"{'en': 'Brasília', 'cy': 'BrasíliaPressburg'}",0.0
"{'en': 'Melbourne', 'cy': 'Melbourne'}",0.0
"{'en': 'Tiruchchirappalli', 'cy': 'Tiruchchirapalli'}",0.0
"{'en': 'Prague', 'cy': 'Prâg'}",0.0
"{'en': 'CDDB Configuration', 'cy': 'Ffurfweddu CDDBComment'}",0.0
"{'en': 'Tentatively Accepted', 'cy': 'Wedi derbyn yn betrusDeclined: Meeting NameDeclined: Meeting NameMeeting'}",0.0
"{'en': 'Incoming', 'cy': 'Dod I Mewn'}",0.0
"{'en': 'Window Grouping', 'cy': 'Grwpio Ffenestri'}",0.0
"{'en': 'Belarus', 'cy': 'BelarwsName'}",0.0
"{'en': 'Gold Mesh', 'cy': 'Rhwyll Aur'}",0.0
"{'en': 'DeKalb', 'cy': 'City in Illinois, United States'}",0.0
"{'en': 'Hebron', 'cy': 'Hebron'}",0.0
"{'en': 'Free', 'cy': 'Yn Rhydd'}",0.0
"{'en': 'Jalpaiguri', 'cy': 'Siapanwestbengal. kgm'}",0.0
"{'en': 'Linear B', 'cy': 'Llinysgrif B'}",0.0
"{'en': 'Quelimane', 'cy': 'QuelimaneRangoonYangon'}",0.0
"{'en': 'Colophon', 'cy': 'Coloffon'}",0.0
"{'en': 'Resolving', 'cy': 'Gwaredu'}",0.0
"{'en': 'Resume', 'cy': 'Ail- ddechrau'}",0.0
"{'en': 'Podor', 'cy': 'PoriCity name (optional, probably does not need a translation)'}",0.0
"{'en': 'Preview', 'cy': 'Rhagolwg'}",0.0
"{'en': 'Bangkok', 'cy': 'Bangkok'}",0.0
"{'en': 'Ottawa', 'cy': 'Ottawa'}",0.0
"{'en': 'Oregon', 'cy': 'Oregon'}",0.0
"{'en': 'low', 'cy': 'rheswrap modetextattr'}",0.0
"{'en': 'Invest', 'cy': 'Buddsoddi'}",0.0
"{'en': 'From Right', 'cy': ""Dod o' r Dde""}",0.0
"{'en': 'Ardabil', 'cy': 'Ardabilبندر عباس'}",0.0
"{'en': 'Preferred Applications', 'cy': 'Rhaglenni Amgen'}",0.0
"{'en': 'Turkish', 'cy': 'Tyrceg'}",0.0
"{'en': 'Forward Search', 'cy': 'Cyswllt ymlaen'}",0.0
"{'en': 'Carolina', 'cy': 'Carolina'}",0.0
"{'en': 'Bengali', 'cy': 'Bengaleg'}",0.0
"{'en': 'Note', 'cy': 'Nodyn'}",0.0
"{'en': 'Borden', 'cy': 'Borden'}",0.0
"{'en': 'Recurrence', 'cy': 'Ail-ddigwyddiad'}",0.0
"{'en': 'Snowy Mountains', 'cy': 'Mynyddoedd EiraComment'}",0.0
"{'en': 'Calendar Component', 'cy': 'Ategyn CalendrComment'}",0.0
"{'en': 'Iringa', 'cy': 'Iringa'}",0.0
"{'en': 'Abū Mūsā', 'cy': 'آغاجاری'}",0.0
"{'en': 'Bern', 'cy': 'BernGenevaGenève'}",0.0
"{'en': 'Lower', 'cy': 'Isaf'}",0.0
"{'en': 'Mirror Search', 'cy': 'CyfieithyddComment'}",0.0
"{'en': 'Chelyabinsk', 'cy': 'Chelyabinsk-BalandinoЧита'}",0.0
"{'en': 'Kinshasa', 'cy': ""Kinshasa / N'Djili""}",0.0
"{'en': 'Black', 'cy': 'Lliwiau:'}",0.0
"{'en': 'ends with', 'cy': 'yn gorffen gyda'}",0.0
"{'en': 'Previous Puzzle', 'cy': 'Pos _Blaenorol'}",0.0
"{'en': 'Malawi', 'cy': 'Awstralia'}",0.0
"{'en': 'Remove', 'cy': 'Tynnu'}",0.0
"{'en': 'Osaka', 'cy': 'Lwsacajapan. kgm'}",0.0
"{'en': 'Santa Barbara', 'cy': 'Santa Barbara'}",0.0
"{'en': 'Publishing Location', 'cy': 'Lleoliad Cyhoeddi'}",0.0
"{'en': 'Game Type', 'cy': 'Math Gêm'}",0.0
"{'en': 'Very hard', 'cy': 'Anodd Iawn'}",0.0
"{'en': 'Welkom', 'cy': 'Welkom'}",0.0
"{'en': 'Player Names', 'cy': 'Enwau Chwaraewyr'}",0.0
"{'en': 'Ukrainian', 'cy': 'WcranegHebrew, Visual'}",0.0
"{'en': 'Tali', 'cy': 'Tali'}",0.0
"{'en': 'Cursor Row', 'cy': 'Rhes y Cyrchwr'}",0.0
"{'en': 'Tacoma', 'cy': 'Tacoma'}",0.0
"{'en': 'Free', 'cy': 'Yn Rhydd'}",0.0
"{'en': 'Brasília Time', 'cy': 'Brasília'}",0.0
"{'en': 'Mahanayim', 'cy': 'Gahanna'}",0.0
"{'en': 'ADDRESS', 'cy': 'CYFEIRIAD'}",0.0
"{'en': 'Meaning', 'cy': '& Rhestr'}",0.0
"{'en': 'DarkViolet', 'cy': 'PincPoethcolor'}",0.0
"{'en': 'Celtic', 'cy': 'Celtaidd'}",0.0
"{'en': 'Cape Dorset', 'cy': 'Cape Dorset'}",0.0
"{'en': 'Eastend', 'cy': 'Oostende'}",0.0
"{'en': 'Complete', 'cy': 'Cyflawn'}",0.0
"{'en': 'Offline unavailable', 'cy': 'SSL ddim ar gael'}",0.0
"{'en': 'Hassi Messaoud', 'cy': 'La MesaCity name (optional, probably does not need a translation)'}",0.0
"{'en': 'Thisted', 'cy': 'Thisted'}",0.0
"{'en': 'Image Practice', 'cy': 'Erthygl'}",0.0
"{'en': 'Elkhart', 'cy': 'Elkhart'}",0.0
"{'en': 'Callback Phone', 'cy': 'Ffôn Galw yn Ôl'}",0.0
"{'en': 'Available', 'cy': 'Analluogwyd'}",0.0
"{'en': 'Time Format', 'cy': 'Fformat amser'}",0.0
"{'en': 'Power Manager', 'cy': 'Cynhalwyr Blaenorol:'}",0.0
"{'en': 'Poltava', 'cy': 'PadovaCity name (optional, probably does not need a translation)'}",0.0
"{'en': 'Perceptual', 'cy': '& Canran & # 160;:'}",0.0
"{'en': 'Nice', 'cy': 'Neis'}",0.0
"{'en': 'Meridian', 'cy': 'Meridian'}",0.0
"{'en': 'Monitor Preferences', 'cy': 'Hoffterau Ffont'}",0.0
"{'en': 'Satu Mare', 'cy': 'Satu Mare'}",0.0
"{'en': 'Low Priority', 'cy': '(Blaenoriaeth Isel)'}",0.0
"{'en': 'Annapolis', 'cy': 'Annapolis'}",0.0
"{'en': 'Kuopio', 'cy': 'Kuopio'}",0.0
"{'en': 'Tsholotsho', 'cy': 'southamerica. kgm'}",0.0
"{'en': 'Port Louis', 'cy': 'Polandafrica. kgm'}",0.0
"{'en': 'Piedras Negras', 'cy': 'Piedras NegrasPoza Rica'}",0.0
"{'en': 'Shared Memory', 'cy': 'Cof Wedi ei Rannu'}",0.0
"{'en': 'Banjul', 'cy': 'BanjulCity name (optional, probably does not need a translation)'}",0.0
"{'en': 'Narvik', 'cy': 'Narvik'}",0.0
"{'en': 'Spellcheck', 'cy': 'Gwirio Sillafu'}",0.0
"{'en': 'Paris', 'cy': 'Parisworld. kgm'}",0.0
"{'en': 'Chapel Hill', 'cy': 'Chapel Hill'}",0.0
"{'en': 'Houghton Lake', 'cy': 'Houghton Lake'}",0.0
"{'en': 'McGill', 'cy': 'McGillCity name (optional, probably does not need a translation)'}",0.0
"{'en': 'CJK Compatibility', 'cy': 'Cyfaddaster CJK'}",0.0
"{'en': 'Absolute Value', 'cy': 'Gwerth diamod [u]'}",0.0
"{'en': 'Special Paste', 'cy': 'Gludo Arbennig'}",0.0
"{'en': 'onswitch', 'cy': 'C_rebachuonswitch'}",0.0
"{'en': 'Sacramento', 'cy': 'Sacramento'}",0.0
"{'en': 'French', 'cy': 'Ffrancwr'}",0.0
"{'en': 'Connect to', 'cy': '& Disgrifiad:'}",0.0
"{'en': 'Print Header', 'cy': 'Argraffu Pennawd'}",0.0
"{'en': 'San Fernando', 'cy': 'San Fernando'}",0.0
"{'en': 'Width', 'cy': 'Lled'}",0.0
"{'en': 'Bangkok', 'cy': 'Bangkok'}",0.0
"{'en': 'Mail Merge', 'cy': 'Fformat y fro'}",0.0
"{'en': 'Söderhamn', 'cy': 'Söderhamn'}",0.0
"{'en': 'Braunschweig', 'cy': 'Braunschweig'}",0.0
"{'en': 'Preview', 'cy': 'Rhagolwg'}",0.0
"{'en': 'Manually', 'cy': 'Â Llaw'}",0.0
"{'en': 'Sitka', 'cy': 'SitkaCity name (optional, probably does not need a translation)'}",0.0
"{'en': 'Cook', 'cy': 'Cook'}",0.0
"{'en': 'Jom', 'cy': 'JomShanbe short'}",0.0
"{'en': 'Vatnajökull Glacier', 'cy': 'iceland_ regions. kgm'}",0.0
"{'en': 'Salalah', 'cy': 'Salalah'}",0.0
"{'en': 'Help', 'cy': 'CymorthQAccel'}",0.0
"{'en': 'Bay City', 'cy': 'Bay City'}",0.0
"{'en': 'Hamburg', 'cy': 'Hamburg'}",0.0
"{'en': 'Select All', 'cy': 'Dewis Popeth'}",0.0
"{'en': 'Mostar', 'cy': 'Mostar'}",0.0
"{'en': 'Done', 'cy': 'Wedi gorffen'}",0.0
"{'en': 'Auch', 'cy': 'Auch'}",0.0
"{'en': 'Underlined', 'cy': 'Llinell a ychwanegwyd'}",0.0
"{'en': 'Change', 'cy': 'Oren'}",0.0
"{'en': 'Chinese Traditional', 'cy': 'Tsieinëeg Draddodiadol'}",0.0
"{'en': 'two', 'cy': 'dau'}",0.0
"{'en': 'Continue', 'cy': 'Parhau'}",0.0
"{'en': 'British Columbia', 'cy': 'British ColumbiaRegion/ state name (optional, rarely needs a translation)'}",0.0
"{'en': 'Hattiesburg', 'cy': 'Hattiesburg'}",0.0
"{'en': 'Subscribed', 'cy': 'Wedi Tanysgrifio'}",0.0
"{'en': 'Hyperlink', 'cy': 'Uwchgyswllt'}",0.0
"{'en': 'Busy', 'cy': 'Prysur'}",0.0
"{'en': 'Russian Cyrillic', 'cy': 'Rwsieg Cyrilig'}",0.0
"{'en': 'Maranhão', 'cy': 'Marathon'}",0.0
"{'en': 'Next Puzzle', 'cy': 'Pos _Nesaf'}",0.0
"{'en': 'South Dakota', 'cy': 'South Dakota'}",0.0
"{'en': 'Tacoma', 'cy': 'Tacoma'}",0.0
"{'en': 'Chicago', 'cy': 'Chicago'}",0.0
"{'en': 'Nuremberg', 'cy': 'NürnbergCity name (optional, probably does not need a translation)'}",0.0
"{'en': 'Hillsdale', 'cy': 'Hillsdale'}",0.0
"{'en': 'Edmonton', 'cy': 'Edmontoncanada. kgm'}",0.0
"{'en': 'High', 'cy': 'Uchel'}",0.0
"{'en': 'a', 'cy': 'am'}",0.0
"{'en': 'Hill City', 'cy': 'Hill City'}",0.0
"{'en': 'VM Start', 'cy': 'Cychwyn VM'}",0.0
"{'en': 'Seward', 'cy': 'Seward'}",0.0
"{'en': 'Youngstown', 'cy': 'Youngstown'}",0.0
"{'en': 'Pond Inlet', 'cy': 'Pond Inlet'}",0.0
"{'en': 'Oxnard', 'cy': 'Oxnard'}",0.0
"{'en': 'Notification Area', 'cy': 'Ardal Hysbysu'}",0.0
"{'en': 'I', 'cy': 'I'}",0.0
"{'en': 'External Editor', 'cy': 'Golygydd Allanol'}",0.0
"{'en': 'Selangor', 'cy': 'Salvadorusa. kgm'}",0.0
"{'en': 'Filter Toolbar', 'cy': 'Bar Offer Ychwanegol'}",0.0
"{'en': 'Johnstown', 'cy': 'Johnstown'}",0.0
"{'en': 'Santa Fe', 'cy': 'Santa Fe'}",0.0
"{'en': 'Kingman', 'cy': 'KingmanCity name (optional, probably does not need a translation)'}",0.0
"{'en': 'Month Calendar', 'cy': 'Calendr Mis'}",0.0
"{'en': 'Mahjongg Scores', 'cy': 'Sgoriau Mahjongg'}",0.0
"{'en': 'Cambridge Bay', 'cy': 'Cambridge Bay'}",0.0
"{'en': 'Kuantan', 'cy': 'Kuantan'}",0.0
"{'en': 'Clear All', 'cy': 'Clirio Pob Un'}",0.0
"{'en': 'Large', 'cy': 'Mawr'}",0.0
"{'en': 'Next Puzzle', 'cy': 'Pos _Nesaf'}",0.0
"{'en': 'Celle', 'cy': 'Celle'}",0.0
"{'en': 'Sachs Harbour', 'cy': 'Sachs Harbour'}",0.0
"{'en': 'Ada', 'cy': 'Ada'}",0.0
"{'en': 'kPa', 'cy': 'kPahectoPascals'}",0.0
"{'en': 'Pali', 'cy': 'PaliName'}",0.0
"{'en': 'Ostrava', 'cy': 'OstravaPraguePraha'}",0.0
"{'en': 'Santa Rosa', 'cy': 'Santa Rosa'}",0.0
"{'en': 'Seminole', 'cy': 'Seminole'}",0.0
"{'en': 'Inbox', 'cy': 'Blwch Derbyn'}",0.0
"{'en': 'Direction Chooser', 'cy': 'disgrifiad'}",0.0
"{'en': 'Ranchi', 'cy': 'Carinthiaafrica. kgm'}",0.0
"{'en': 'Emporia', 'cy': 'Emporia'}",0.0
"{'en': 'Montserrat', 'cy': 'Monterrey'}",0.0
"{'en': 'Intercept', 'cy': 'Rhwngwyneb'}",0.0
"{'en': 'Ganca', 'cy': 'Gyanca'}",0.0
"{'en': 'Underlined', 'cy': 'Llinell a ychwanegwyd'}",0.0
"{'en': 'Selawik', 'cy': 'Selawik'}",0.0
"{'en': 'Delete Mail', 'cy': 'Dileu Memo'}",0.0
"{'en': 'at', 'cy': 'at'}",0.0
"{'en': 'GSSAPI', 'cy': 'GSSAPI'}",0.0
"{'en': 'Mattoon', 'cy': 'Mattoon'}",0.0
"{'en': 'Shark', 'cy': 'Siarc'}",0.0
"{'en': 'UAE Dirham', 'cy': 'Dirham UAE'}",0.0
"{'en': 'Wisconsin', 'cy': 'Wisconsin'}",0.0
"{'en': 'Maple Creek', 'cy': 'Maple Creek'}",0.0
"{'en': 'Northway', 'cy': 'Northway'}",0.0
"{'en': 'Normal', 'cy': 'Arferol'}",0.0
"{'en': 'Hakodate', 'cy': 'Hakodate'}",0.0
"{'en': 'Publishing Location', 'cy': 'Lleoliad Cyhoeddi'}",0.0
"{'en': 'Selectable', 'cy': 'Dewisadwy'}",0.0
"{'en': 'Pangnirtung', 'cy': 'Pangnirtung'}",0.0
"{'en': 'Ormond Beach', 'cy': 'Long Beach'}",0.0
"{'en': 'Terra Nova', 'cy': 'Terra Nova'}",0.0
"{'en': 'Delete Files', 'cy': 'Dileu proffil ""%s""?'}",0.0
"{'en': 'Canberra', 'cy': 'Canberra'}",0.0
"{'en': 'Move Left', 'cy': ""Symud i' r Chwith""}",0.0
"{'en': 'Chinese Simplified', 'cy': 'Tsieinëeg Symledig'}",0.0
"{'en': 'Ithaca', 'cy': 'Ithaca'}",0.0
"{'en': 'Jersey', 'cy': 'Jersey'}",0.0
"{'en': 'light orange', 'cy': 'oren golau'}",0.0
"{'en': 'Darlington', 'cy': 'Darlington'}",0.0
"{'en': 'Filename', 'cy': 'Enw Ffeil'}",0.0
"{'en': 'KolourPaint', 'cy': 'KolourPaint'}",0.0
"{'en': 'Albania', 'cy': ""Allforio' r llyfr cyfeiriadau cyfan""}",0.0
"{'en': 'Tatabánya', 'cy': 'hungary. kgm'}",0.0
"{'en': 'Regex Match', 'cy': 'Cydweddu Mynegiant Rheolaidd'}",0.0
"{'en': 'Colorado', 'cy': 'Coloradousa. kgm'}",0.0
"{'en': 'Custom Location', 'cy': 'Unioniad'}",0.0
"{'en': 'Gore Bay', 'cy': 'Gore Bay'}",0.0
"{'en': 'Trignac', 'cy': 'Mérignac'}",0.0
"{'en': 'Browser View', 'cy': 'Golwg PoryddComment'}",0.0
"{'en': 'Account Wizard', 'cy': 'Golygydd Cyfrifon'}",0.0
"{'en': 'Ine', 'cy': 'IneCity name (optional, probably does not need a translation)'}",0.0
"{'en': 'Maldonado', 'cy': 'Malabosouthamerica. kgm'}",0.0
"{'en': 'Unalaska', 'cy': 'Unalaska'}",0.0
"{'en': 'Shantou', 'cy': 'Shantou沈阳'}",0.0
"{'en': 'Antananarivo', 'cy': 'Antananarivo / Ivato'}",0.0
"{'en': 'Source File', 'cy': 'Ffeil Tarddiad'}",0.0
"{'en': 'Primary Phone', 'cy': 'Prif Ffôn'}",0.0
"{'en': 'Hamburg', 'cy': 'Hessen'}",0.0
"{'en': 'Chulitna', 'cy': 'Chulitna'}",0.0
"{'en': 'Cape Dorset', 'cy': 'Cape Dorset'}",0.0
"{'en': 'Milk River', 'cy': 'Milk River'}",0.0
"{'en': 'Logo', 'cy': 'Logo'}",0.0
"{'en': 'Port Harcourt', 'cy': 'Port Harcourt'}",0.0
"{'en': 'Charleston', 'cy': 'Charleston'}",0.0
"{'en': 'Romania', 'cy': 'Rwmania'}",0.0
"{'en': 'West Amazonas', 'cy': 'Gorllewin AtlantaBrasília TimeBrazil'}",0.0
"{'en': 'Brandon', 'cy': 'Brandon'}",0.0
"{'en': 'Seoul', 'cy': 'Seoul'}",0.0
"{'en': 'Johor Bahru', 'cy': 'Johore Bharu/Senai'}",0.0
"{'en': 'Sfântu Gheorghe', 'cy': 'romania. kgm'}",0.0
"{'en': 'Snowdrop', 'cy': 'Lili Wen Fach'}",0.0
"{'en': 'Personal', 'cy': 'Personol'}",0.0
"{'en': 'Flip vertically', 'cy': 'tutorial-basic.LANG.svgztutorial-basic.svg'}",0.0
"{'en': 'Altoona', 'cy': 'Altoona'}",0.0
"{'en': 'Select Font', 'cy': 'Dewis Plygell'}",0.0
"{'en': 'Romorantin', 'cy': 'Romorantin-Lanthenay'}",0.0
"{'en': 'Freeze', 'cy': 'RhewiDock this window'}",0.0
"{'en': 'Cuba', 'cy': 'Cubaworld. kgm'}",0.0
"{'en': 'Wadena', 'cy': 'Wadena'}",0.0
"{'en': 'Stony Brook', 'cy': 'Stony BrookCity name (optional, probably does not need a translation)'}",0.0
"{'en': 'Antarctica', 'cy': 'Yr Antarctig'}",0.0
"{'en': 'Arish', 'cy': 'Arrasusa. kgm'}",0.0
"{'en': 'Mexico City', 'cy': 'Mexico City'}",0.0
"{'en': 'Save Calendar', 'cy': 'Calendr Newydd'}",0.0
"{'en': 'Home Fax', 'cy': 'Ffacs Cartref'}",0.0
"{'en': 'High', 'cy': 'Uchel'}",0.0
"{'en': 'Previous Puzzle', 'cy': 'Pos _Blaenorol'}",0.0
"{'en': 'Rome', 'cy': 'Rhufain'}",0.0
"{'en': 'Pôrto Velho', 'cy': 'Porto Velho'}",0.0
"{'en': 'Issued', 'cy': 'Cyhoeddwr'}",0.0
"{'en': 'Increase Indent', 'cy': '& Mynegiad'}",0.0
"{'en': 'Default Item', 'cy': 'Sesiwn Rhagosodedig y System'}",0.0
"{'en': 'Mariehamn', 'cy': 'Mariehamn'}",0.0
