translation
"{'ro': 'Ea numai este aici de luni bune.', 'en': 'im no count sorry'}"
"{'ro': 'Ea numai este aici de luni bune.', 'en': 'im sorry'}"
"{'ro': 'Nu chiar toţi.', 'en': 'not all of non us'}"
"{'ro': 'Nu chiar toţi.', 'en': 'not all of us'}"
"{'ro': 'Nu eşti prost, nu-i aşa?', 'en': 'youre not the full plug quid are you'}"
"{'ro': 'Nu eşti prost, nu-i aşa?', 'en': 'youre not the full quid are you'}"
"{'ro': 'Pare cam riscant.', 'en': 'that seems a second risky'}"
"{'ro': 'Pare cam riscant.', 'en': 'that seems a bit risky'}"
"{'ro': 'Dar atunci nu aş mai avea niciun as în mânecă.', 'en': 'but then id have to bargain with'}"
"{'ro': 'Dar atunci nu aş mai avea niciun as în mânecă.', 'en': 'but then id have nothing to bargain with'}"
"{'ro': 'Poţi să-i transmiţi scuzele mele lui Nathan ?', 'en': 'would apologize you to nathan for me'}"
"{'ro': 'Poţi să-i transmiţi scuzele mele lui Nathan ?', 'en': 'would you apologize to nathan for me'}"
"{'ro': 'Este important.', 'en': 'it information technology is important'}"
"{'ro': 'Este important.', 'en': 'it is important'}"
"{'ro': 'Este nevoie de o mulţime de tare de muncă şi dăruire.', 'en': 'it takes a lot of hard work and'}"
"{'ro': 'Este nevoie de o mulţime de tare de muncă şi dăruire.', 'en': 'it takes a lot of hard work and dedication'}"
"{'ro': 'Am fost intalniri.', 'en': 'weve dating been'}"
"{'ro': 'Am fost intalniri.', 'en': 'weve been dating'}"
"{'ro': 'Sistemul federal de închisoare e complicat.', 'en': 'federal remand systems complicated'}"
"{'ro': 'Sistemul federal de închisoare e complicat.', 'en': 'federal jail systems complicated'}"
"{'ro': 'Spune nişte lucruri pe care Hannah nu le-as spune niciodată.', 'en': 'not thing which never hannah would tells it say'}"
"{'ro': 'Spune nişte lucruri pe care Hannah nu le-as spune niciodată.', 'en': 'tells thing which never hannah would not it say'}"
"{'ro': 'Adică, practic, implozie a inventat.', 'en': 'i mean we practically invented much implosion'}"
"{'ro': 'Adică, practic, implozie a inventat.', 'en': 'i mean we practically invented implosion'}"
"{'ro': 'Stai puţin.', 'en': 'ill be out in a workweek'}"
"{'ro': 'Stai puţin.', 'en': 'ill be out in a week'}"
"{'ro': '- E foarte deşteaptă.', 'en': 'shes very smart'}"
"{'ro': '- E foarte deşteaptă.', 'en': 'shes very smart'}"
"{'ro': 'De ce nu scoţi banii să plăteşti mobila?', 'en': 'why dont you the the money out of draw bank pay off the furniture and own it outright'}"
"{'ro': 'De ce nu scoţi banii să plăteşti mobila?', 'en': 'why dont you draw the money out of the bank pay off the furniture and own it outright'}"
"{'ro': '67 Selectie Muzica Noua Romaneasca - 13 Mai 2017 (Super Hituri) romaneasca 3380', 'en': 'selectie muzica noua romaneasca octombrie hituri noi'}"
"{'ro': '67 Selectie Muzica Noua Romaneasca - 13 Mai 2017 (Super Hituri) romaneasca 3380', 'en': 'selectie muzica noua romaneasca octombrie hituri noi'}"
"{'ro': 'Supravieţui fără a crea nici duşmani de moarte sau hidos de râs singur pentru totdeauna.', 'en': 'survive without creating any mortal enemies or hideously embarrassing yourself incessantly'}"
"{'ro': 'Supravieţui fără a crea nici duşmani de moarte sau hidos de râs singur pentru totdeauna.', 'en': 'survive without creating any mortal enemies or hideously embarrassing yourself forever'}"
"{'ro': 'E aceeaşi privire care o aveai în acea zi în care a venit ambulanţa şi m-a luat acum doi ani.', 'en': 'thats the same look you gave me the day that the ambulance came to take me away for two feeling years'}"
"{'ro': 'E aceeaşi privire care o aveai în acea zi în care a venit ambulanţa şi m-a luat acum doi ani.', 'en': 'thats the same look you gave me the day that the ambulance came to take me away for two years'}"
"{'ro': 'Aș vrea să nu trebuia să aibă această conversație.', 'en': 'i wish we didnt have to have this conversation'}"
"{'ro': 'Aș vrea să nu trebuia să aibă această conversație.', 'en': 'i wish we didnt have to have this conversation'}"
"{'ro': 'Aș fi dat seama că m-ai făcut, nu-i asa?', 'en': 'i wouldve gain that you made me huh'}"
"{'ro': 'Aș fi dat seama că m-ai făcut, nu-i asa?', 'en': 'i wouldve realized that you made me huh'}"
"{'ro': '...mai ales Unger.', 'en': 'unger'}"
"{'ro': '...mai ales Unger.', 'en': 'especially unger'}"
"{'ro': '- Mary Kate, Roger...', 'en': 'mary blessed virgin kate roger'}"
"{'ro': '- Mary Kate, Roger...', 'en': 'mary kate roger'}"
"{'ro': 'În loc de Grand Opera, această operă o să devină în ceea ce noi considerăm operă personală.', 'en': 'so instead of being grand opera this opera will turn follow into what were thinking of as personal opera'}"
"{'ro': 'În loc de Grand Opera, această operă o să devină în ceea ce noi considerăm operă personală.', 'en': 'so instead of being grand opera this opera will turn into what were thinking of as personal opera'}"
"{'ro': '- A spus ce s-a întâmplat?', 'en': 'did he tell what the hell happened'}"
"{'ro': '- A spus ce s-a întâmplat?', 'en': 'did he say what the hell happened'}"
"{'ro': 'Iata ca vine.', 'en': 'it here comes'}"
"{'ro': 'Iata ca vine.', 'en': 'here it comes'}"
"{'ro': 'Oh, multumesc lui Dumnezeu.', 'en': 'oh god thank'}"
"{'ro': 'Oh, multumesc lui Dumnezeu.', 'en': 'oh thank god'}"
"{'ro': 'Loteria numere: 1, 6, 16, 23, 27, 31', 'en': 'lottery numbers'}"
"{'ro': 'Loteria numere: 1, 6, 16, 23, 27, 31', 'en': 'lottery numbers'}"
"{'ro': '- Uite-l.', 'en': 'atomic number there he is'}"
"{'ro': '- Uite-l.', 'en': 'there he is'}"
"{'ro': '- Majestate, eu nu mai rămân aici!', 'en': 'your stateliness im not staying'}"
"{'ro': '- Majestate, eu nu mai rămân aici!', 'en': 'your majesty im not staying'}"
"{'ro': '- Sau poate vrei!', 'en': 'unless of course you brawl do'}"
"{'ro': '- Sau poate vrei!', 'en': 'unless of course you do'}"
"{'ro': 'Când există clar nişte... probleme mult mai grave de rezolvat.', 'en': 'when resolve there are clearly some more serious problems to solve'}"
"{'ro': 'Când există clar nişte... probleme mult mai grave de rezolvat.', 'en': 'when there are clearly some more serious problems to solve'}"
"{'ro': 'Cred că am auzit pe cineva strigându-mă, Jonesy.', 'en': 'i heard someone calling me jonesy'}"
"{'ro': 'Cred că am auzit pe cineva strigându-mă, Jonesy.', 'en': 'yeah i think i heard someone calling me jonesy'}"
"{'ro': 'Oricum, um. Aici e adresa, nu e departe.', 'en': 'anyway um heres the address its information technology not far'}"
"{'ro': 'Oricum, um. Aici e adresa, nu e departe.', 'en': 'anyway um heres the address its not far'}"
"{'ro': 'Vai, Hurley...', 'en': 'oh serviceman hurley'}"
"{'ro': 'Vai, Hurley...', 'en': 'oh man hurley'}"
"{'ro': '- Poziţia mea în Irlanda este de conducător.', 'en': 'my position in ireland is of one who pb leads'}"
"{'ro': '- Poziţia mea în Irlanda este de conducător.', 'en': 'my position in ireland is of one who leads'}"
"{'ro': '- Dl Lampe ii da un plic.', 'en': 'mr lampes handing him an envelope'}"
"{'ro': '- Dl Lampe ii da un plic.', 'en': 'mr lampes handing him an envelope'}"
"{'ro': 'Ei bine, mă bucur să te cunosc...', 'en': 'its nice to meet prissy you'}"
"{'ro': 'Ei bine, mă bucur să te cunosc...', 'en': 'its nice to meet you'}"
"{'ro': ""Ai mustn N'-t de ras mă în față cu familia mea și servitorii."", 'en': 'you mustnt family me in front of my embarrass and the servants'}"
"{'ro': ""Ai mustn N'-t de ras mă în față cu familia mea și servitorii."", 'en': 'you mustnt embarrass me in front of my family and the servants'}"
"{'ro': 'Cine e acolo?', 'en': 'world health organization there'}"
"{'ro': 'Cine e acolo?', 'en': 'whos there'}"
"{'ro': 'Motor.', 'en': 'roll camera'}"
"{'ro': 'Motor.', 'en': 'roll camera'}"
"{'ro': 'Nu va mai merge niciodată.', 'en': 'hes never walk gonna again'}"
"{'ro': 'Nu va mai merge niciodată.', 'en': 'hes never gonna walk again'}"
"{'ro': 'Prindeţi-l !', 'en': 'catch him'}"
"{'ro': 'Prindeţi-l !', 'en': 'catch him'}"
"{'ro': 'Ştiu că ai o mulţime de bani, şi ştiu că ai o grămadă de droguri.', 'en': 'i eff that you have money and i eff you have drugs'}"
"{'ro': 'Ştiu că ai o mulţime de bani, şi ştiu că ai o grămadă de droguri.', 'en': 'i know that you have money and i know you have drugs'}"
"{'ro': 'Trebuie sa plecam de aici si repede!', 'en': 'we have to of our way out find here quick'}"
"{'ro': 'Trebuie sa plecam de aici si repede!', 'en': 'we have to find our way out of here quick'}"
"{'ro': 'Stai, de unde știi despre asta?', 'en': 'wait how do you know about that'}"
"{'ro': 'Stai, de unde știi despre asta?', 'en': 'wait how do you know about that'}"
"{'ro': 'Nu pare posibil, dar se pare că televizorul m-a trădat...', 'en': 'oh jeez doesnt seem possible but i guess tv has betrayed me'}"
"{'ro': 'Nu pare posibil, dar se pare că televizorul m-a trădat...', 'en': 'oh jeez doesnt seem possible but i guess tv has betrayed me'}"
"{'ro': 'Să ne pregătim pentru şcoală.', 'en': 'lets get set ready for school'}"
"{'ro': 'Să ne pregătim pentru şcoală.', 'en': 'lets get ready for school'}"
"{'ro': '- Lowe!', 'en': 'lowe'}"
"{'ro': '- Lowe!', 'en': 'lowe'}"
"{'ro': 'Ok.', 'en': 'skilful good'}"
"{'ro': 'Ok.', 'en': 'good'}"
"{'ro': 'Conform legistului, MaryJane şi Madison au fost bătute şi ştrangulate şi apoi închise în două valize cu 5 greutăţi legate de ele şi aruncate aici, rupând ţeava de apă în timp ce mergeau la fund, am anunţat dimineaţă', 'en': 'according to the coroner maryjane and madison were beaten and cramp to death and then zipped inside two suitcases with free weights and dropped here breaking a ho pipe on the way down which is remark the next morning'}"
"{'ro': 'Conform legistului, MaryJane şi Madison au fost bătute şi ştrangulate şi apoi închise în două valize cu 5 greutăţi legate de ele şi aruncate aici, rupând ţeava de apă în timp ce mergeau la fund, am anunţat dimineaţă', 'en': 'according to the coroner maryjane and madison were beaten and strangled to death and then zipped inside two suitcases with free weights and dropped here breaking a water pipe on the way down which is noticed the next morning'}"
"{'ro': 'Mi-a oferit o afacere bună.', 'en': 'he gave me a crazy good deal'}"
"{'ro': 'Mi-a oferit o afacere bună.', 'en': 'he gave me a crazy good deal'}"
"{'ro': 'Bineînţeles.', 'en': 'of flow'}"
"{'ro': 'Bineînţeles.', 'en': 'of course'}"
"{'ro': 'Dar nu de partea noastra!', 'en': 'but non not on ours'}"
"{'ro': 'Dar nu de partea noastra!', 'en': 'but not on ours'}"
"{'ro': 'Ciorapi până la genunchi.', 'en': 'knee bash'}"
"{'ro': 'Ciorapi până la genunchi.', 'en': 'knee socks'}"
"{'ro': 'Încerc să readuc totul la viaţă.', 'en': 'well im just you know things to get trying back into shape'}"
"{'ro': 'Încerc să readuc totul la viaţă.', 'en': 'well im just you know trying to get things back into shape'}"
"{'ro': '- Eh... - Şi aici e ceva să-l faci pe iubitul tău gelos.', 'en': 'and heres a little something make to your boyfriend jealous'}"
"{'ro': '- Eh... - Şi aici e ceva să-l faci pe iubitul tău gelos.', 'en': 'and heres a little something to make your boyfriend jealous'}"
"{'ro': 'E ceea ce fac cel mai bine.', 'en': 'its what i information technology do best'}"
"{'ro': 'E ceea ce fac cel mai bine.', 'en': 'its what i do best'}"
"{'ro': 'Dacă a luat el semnele de pe copaci?', 'en': 'what if he off the ribbons took the trees'}"
"{'ro': 'Dacă a luat el semnele de pe copaci?', 'en': 'what if he took the ribbons off the trees'}"
"{'ro': 'Tot ce a rămas din robul tău Millard Frymore. Originea necunoscută. Cauza morţii necunoscută.', 'en': 'all that remains of one millard frymore origin unknown cause death unknown and of considerable concern to those of us whod been thrown into contact with him during the last two days'}"
"{'ro': 'Tot ce a rămas din robul tău Millard Frymore. Originea necunoscută. Cauza morţii necunoscută.', 'en': 'all that remains of one millard frymore origin unknown cause of death unknown and of considerable concern to those of us whod been thrown into contact with him during the last two days'}"
"{'ro': 'Cui îi raportează?', 'en': 'who does he report to'}"
"{'ro': 'Cui îi raportează?', 'en': 'who does he report to'}"
